United States of America,Vegetables,892649304,3621,154.06,
Austria,Meat,217189681,108,421.89,
Tonga,Cereal,200429093,278,205.70,
Zambia,Fruits,220541369,1947,9.33,
Morocco,Baby Food,176012837,4965,255.28,
Monaco,Personal Care,935642325,6211,81.73,
Cambodia,Clothes,288541162,4597,109.28,
Lesotho,Office Supplies,594133174,6064,651.21,
Portugal,Fruits,232154691,8587,9.33,
Afghanistan,Cosmetics,352654540,7170,437.20,
Nigeria,Meat,825994050,8850,421.89,
Kiribati,Cereal,692847049,7693,205.70,
Comoros,Cosmetics,414199864,9799,437.20,
Namibia,Vegetables,521351325,8298,154.06,
Sierra Leone,Household,265912759,8349,668.27,
The Gambia,Personal Care,769807994,2147,81.73,
Germany,Cereal,975273358,3914,205.70,
Tanzania,Office Supplies,794857680,4906,651.21,
Slovenia,Office Supplies,661422288,8408,651.21,
Benin,Cereal,178141009,4738,205.70,
Mauritius,Cosmetics,368500173,6245,437.20,
Ethiopia,Personal Care,526298606,2308,81.73,
Turkmenistan,Beverages,465647637,4338,47.45,
Kyrgyzstan,Clothes,970971095,779,109.28,
Slovenia,Household,647005307,2103,668.27,
Lesotho,Cosmetics,868799102,5816,437.20,
Jordan,Office Supplies,831713807,1453,651.21,
France,Beverages,701423251,5582,47.45,
Lesotho,Clothes,263913762,6802,109.28,
Malta,Cosmetics,275484168,742,437.20,
Maldives,Cosmetics,212745797,5064,437.20,
Marshall Islands,Clothes,522622478,4460,109.28,
Sri Lanka,Household,372350537,5653,668.27,
Laos,Baby Food,799478805,2399,255.28,
Jordan,Vegetables,661868607,484,154.06,
Somalia,Office Supplies,687693774,2725,651.21,
Sierra Leone,Household,325440633,3970,668.27,
Tajikistan,Snacks,893908011,6100,152.58,
Marshall Islands,Cosmetics,632207238,3026,437.20,
Saint Vincent and the Grenadines,Cosmetics,549762141,5689,437.20,
Romania,Beverages,376309049,7065,47.45,
Tuvalu,Snacks,811896789,7157,152.58,
Equatorial Guinea,Beverages,376886689,8001,47.45,
Cuba,Cosmetics,361952579,8666,437.20,
Bulgaria,Household,778080785,250,668.27,
Myanmar,Fruits,806570136,882,9.33,
Solomon Islands,Household,149031960,724,668.27,
Montenegro,Snacks,377390086,6968,152.58,
Malawi,Cereal,883880841,8838,205.70,
Mali,Vegetables,231053054,2588,154.06,
Maldives,Snacks,201768052,6505,152.58,
Nicaragua,Cosmetics,849199664,5907,437.20,
Germany,Meat,946834218,8141,421.89,
Belize,Fruits,238470542,7588,9.33,
Montenegro,Meat,788219964,658,421.89,
Antigua and Barbuda,Office Supplies,230506312,795,651.21,
Ireland,Baby Food,320065915,3472,255.28,
Guinea,Fruits,181947600,1193,9.33,
Russia,Beverages,361512696,8495,47.45,
Nicaragua,Beverages,574435031,6946,47.45,
Yemen,Beverages,156700932,143,47.45,
Mauritania,Meat,314609229,8717,421.89,
Costa Rica,Vegetables,974771249,5329,154.06,
Tunisia,Snacks,334110820,9671,152.58,
Montenegro,Vegetables,709864270,3467,154.06,
Taiwan,Vegetables,889580428,5472,154.06,
Azerbaijan,Beverages,181120622,6472,47.45,
Niger,Vegetables,662658679,4284,154.06,
Austria,Personal Care,432680928,8757,81.73,
Maldives,Snacks,359986197,6770,152.58,
Nicaragua,Beverages,933685815,7236,47.45,
Guinea-Bissau,Household,913203608,6096,668.27,
Saudi Arabia,Beverages,478275907,1324,47.45,
Singapore,Vegetables,778951537,7925,154.06,
Latvia,Meat,785591828,2934,421.89,
Slovenia,Cereal,438870608,421,205.70,
Botswana,Office Supplies,199774205,6482,651.21,
Guatemala,Baby Food,599601447,4248,255.28,
Seychelles,Baby Food,889963662,8879,255.28,
Ireland,Snacks,392784678,2570,152.58,
Brunei,Office Supplies,750300824,9542,651.21,
Tuvalu,Baby Food,975060927,1051,255.28,
Moldova,Personal Care,599926316,384,81.73,
Senegal,Baby Food,128070819,7856,255.28,
Angola,Cereal,582980763,5818,205.70,
Trinidad and Tobago,Household,358454978,3648,668.27,
Ukraine,Office Supplies,168604791,2759,651.21,
Croatia,Beverages,797854030,1592,47.45,
India,Household,850939023,622,668.27,
Brunei,Cosmetics,802908599,7352,437.20,
Ukraine,Clothes,749124085,1319,109.28,
Egypt,Clothes,855259311,9091,109.28,
Ukraine,Vegetables,907300603,9265,154.06,
Romania,Household,761546790,7473,668.27,
Nigeria,Clothes,794609200,1375,109.28,
Namibia,Clothes,553411662,5664,109.28,
Canada,Vegetables,105190503,7062,154.06,
Moldova,Office Supplies,487494552,9326,651.21,
Tanzania,Clothes,558185136,8241,109.28,
Cape Verde,Cereal,145436084,6624,205.70,
San Marino,Snacks,497733724,9324,152.58,
Belgium,Household,233876883,8222,668.27,
Myanmar,Beverages,292976891,7228,47.45,
Egypt,Cereal,784457576,7284,205.70,
Guinea,Cosmetics,538055264,1364,437.20,
Serbia,Household,253818786,9474,668.27,
Mozambique,Meat,252109467,3649,421.89,
Benin,Snacks,923601138,2956,152.58,
Malawi,Meat,479280126,8495,421.89,
Latvia,Meat,800445258,8394,421.89,
Switzerland,Personal Care,688707864,2816,81.73,
Dominican Republic,Personal Care,815991771,8953,81.73,
Tuvalu,Baby Food,574533307,6028,255.28,
Monaco,Personal Care,326881301,296,81.73,
United States of America,Personal Care,955897080,43,81.73,
France,Household,714754474,587,668.27,
Equatorial Guinea,Baby Food,176939809,9276,255.28,
Bhutan,Beverages,886251914,491,47.45,
Georgia,Personal Care,406802117,641,81.73,
Finland,Cosmetics,873014247,3171,437.20,
Netherlands,Personal Care,439624631,3553,81.73,
Vatican City,Snacks,931682097,4292,152.58,
Cyprus,Snacks,194547975,9924,152.58,
Solomon Islands,Vegetables,643896090,2017,154.06,
Canada,Baby Food,715712773,4169,255.28,
Italy,Personal Care,716296851,7011,81.73,
Sierra Leone,Meat,572259652,3203,421.89,
Botswana,Office Supplies,280525004,2438,651.21,
Kosovo,Personal Care,358329236,6439,81.73,
Bhutan,Vegetables,493221175,3961,154.06,
Latvia,Beverages,893062150,5791,47.45,
Mauritius,Household,936025989,9745,668.27,
Monaco,Office Supplies,520599019,5673,651.21,
Lesotho,Vegetables,515580070,455,154.06,
Bosnia and Herzegovina,Fruits,510080468,3001,9.33,
Namibia,Cosmetics,163524043,9253,437.20,
Laos,Clothes,555647122,7186,109.28,
Turkmenistan,Clothes,136498534,1804,109.28,
Brunei,Clothes,576439607,144,109.28,
Sri Lanka,Vegetables,916144168,6273,154.06,
Central African Republic,Snacks,716598546,6289,152.58,
Netherlands,Snacks,509101569,3323,152.58,
Australia,Meat,445264565,2535,421.89,
Laos,Cosmetics,747011363,6117,437.20,
Djibouti,Beverages,356578290,8295,47.45,
Vietnam,Snacks,986514174,322,152.58,
Moldova,Beverages,369680345,5484,47.45,
Singapore,Cereal,809250628,4099,205.70,
Costa Rica,Cosmetics,628711354,8516,437.20,
Nicaragua,Beverages,921861350,8114,47.45,
Nauru,Cereal,602811944,4305,205.70,
Panama,Cosmetics,455986964,5531,437.20,
Nicaragua,Clothes,886122739,2265,109.28,
Belgium,Vegetables,568268096,2013,154.06,
Togo,Fruits,497784364,4310,9.33,
South Korea,Clothes,840345370,5724,109.28,
Bulgaria,Baby Food,481937444,4854,255.28,
Costa Rica,Vegetables,178859412,7330,154.06,
Angola,Personal Care,307722604,812,81.73,
Kenya,Beverages,415450847,9993,47.45,
Brunei,Cereal,569280469,1596,205.70,
Sao Tome and Principe,Cereal,906760299,9377,205.70,
Angola,Office Supplies,285751664,9122,651.21,
Libya,Baby Food,334428393,3648,255.28,
Algeria,Fruits,501276814,7804,9.33,
Greenland,Clothes,305095756,3469,109.28,
Belarus,Beverages,684996545,4555,47.45,
Gabon,Cosmetics,850403010,2003,437.20,
Turkmenistan,Personal Care,531051480,8789,81.73,
Japan,Household,426990783,4916,668.27,
Papua New Guinea,Fruits,858582246,2421,9.33,
Mauritius,Personal Care,416499698,371,81.73,
Germany,Meat,911729466,9865,421.89,
Ghana,Baby Food,625570380,9032,255.28,
Philippines,Clothes,159633767,8034,109.28,
Mali,Personal Care,185843455,4063,81.73,
Somalia,Cereal,996435773,6343,205.70,
Tajikistan,Beverages,253959548,1129,47.45,
Maldives,Meat,641276109,6706,421.89,
Turkmenistan,Vegetables,411559283,8393,154.06,
Iran,Personal Care,138295400,3537,81.73,
Switzerland,Clothes,465283286,6519,109.28,
Czech Republic,Snacks,756634271,3750,152.58,
Jordan,Baby Food,446772181,8672,255.28,
Costa Rica,Fruits,390433347,6758,9.33,
Finland,Household,612666594,515,668.27,
Saudi Arabia,Beverages,758833253,4477,47.45,
Latvia,Beverages,544607150,213,47.45,
Sao Tome and Principe,Vegetables,205974614,1320,154.06,
China,Snacks,949234473,8430,152.58,
Pakistan,Beverages,900998055,4202,47.45,
Algeria,Fruits,958189189,8329,9.33,
Liechtenstein,Beverages,738044202,2535,47.45,
New Zealand,Personal Care,828111922,5575,81.73,
Cameroon,Cosmetics,536253678,8235,437.20,
Sierra Leone,Cosmetics,140643298,8332,437.20,
Saint Kitts and Nevis,Vegetables,439767110,5715,154.06,
Antigua and Barbuda,Baby Food,502423942,7264,255.28,
Kazakhstan,Snacks,817725121,1890,152.58,
Marshall Islands,Beverages,145094478,5535,47.45,
Palau,Clothes,464268338,6173,109.28,
Morocco,Vegetables,225295531,8809,154.06,
Cape Verde,Cereal,198537385,479,205.70,
Liberia,Household,324667727,5250,668.27,
Lesotho,Meat,164672887,9221,421.89,
France,Beverages,249851691,5523,47.45,
Japan,Fruits,731815469,9315,9.33,
Mauritania,Clothes,932488048,2790,109.28,
Switzerland,Personal Care,694105756,173,81.73,
Greece,Snacks,829217422,2717,152.58,
Slovenia,Office Supplies,870684373,3709,651.21,
Macedonia,Vegetables,421680438,3467,154.06,
Mexico,Office Supplies,505691945,4339,651.21,
Angola,Office Supplies,416517722,5705,651.21,
Portugal,Beverages,868269097,8976,47.45,
Brunei,Household,845369899,2594,668.27,
Belarus,Cereal,752556455,7033,205.70,
Saint Vincent and the Grenadines,Clothes,164877593,9799,109.28,
Finland,Beverages,977694642,426,47.45,
Bangladesh,Beverages,656681430,5483,47.45,
Azerbaijan,Beverages,787824285,3568,47.45,
Eritrea,Cosmetics,327422034,311,437.20,
United States of America,Personal Care,552086007,3373,81.73,
Liberia,Vegetables,108740031,7447,154.06,
The Bahamas,Cereal,864620435,9255,205.70,
Denmark,Snacks,257276046,2554,152.58,
Slovakia,Fruits,744568192,3129,9.33,
Liberia,Cereal,354670703,3797,205.70,
Swaziland,Clothes,336069905,9408,109.28,
Niger,Baby Food,207564628,1841,255.28,
Barbados,Cereal,908266198,5007,205.70,
Liechtenstein,Office Supplies,747598445,9848,651.21,
The Bahamas,Fruits,355297696,9339,9.33,
Trinidad and Tobago,Snacks,431412780,3483,152.58,
Iraq,Fruits,396305024,4318,9.33,
India,Personal Care,640648257,911,81.73,
Solomon Islands,Household,275428807,4360,668.27,
Kuwait,Household,281945502,2794,668.27,
Ethiopia,Baby Food,361809670,6377,255.28,
Myanmar,Clothes,286945140,2298,109.28,
United States of America,Office Supplies,349588239,9783,651.21,
South Africa,Personal Care,912287795,5086,81.73,
Botswana,Household,157905137,6494,668.27,
Samoa,Fruits,839614093,9323,9.33,
Burkina Faso,Meat,830900990,922,421.89,
Maldives,Snacks,775564658,5672,152.58,
Germany,Fruits,937716424,9983,9.33,
Philippines,Cereal,751780116,7297,205.70,
Guinea,Fruits,172492063,3089,9.33,
Pakistan,Household,124901092,9863,668.27,
Morocco,Cosmetics,254368531,2156,437.20,
South Africa,Household,276568210,1534,668.27,
Saudi Arabia,Snacks,427486455,1597,152.58,
Democratic Republic of the Congo,Fruits,113422095,2973,9.33,
Saint Kitts and Nevis,Personal Care,160986459,8325,81.73,
Central African Republic,Cosmetics,567103374,7345,437.20,
San Marino,Meat,949009168,1757,421.89,
Samoa,Beverages,994252669,314,47.45,
North Korea,Personal Care,910695207,3804,81.73,
Samoa,Snacks,976510608,44,152.58,
Uganda,Meat,190185201,8882,421.89,
Italy,Snacks,320517814,7199,152.58,
Rwanda,Personal Care,956619775,3904,81.73,
Tajikistan,Clothes,857914912,4942,109.28,
Australia,Baby Food,204139554,8285,255.28,
Greece,Cosmetics,145342528,8939,437.20,
Monaco,Household,551885163,3939,668.27,
Canada,Fruits,464441287,7353,9.33,
Kiribati,Fruits,343997228,5279,9.33,
Bulgaria,Cosmetics,721851813,848,437.20,
Pakistan,Cosmetics,849616372,9220,437.20,
Jamaica,Personal Care,949214732,2588,81.73,
Georgia,Meat,862883222,5175,421.89,
Saint Lucia,Baby Food,503170669,8237,255.28,
Honduras,Cosmetics,302938401,5060,437.20,
Madagascar,Snacks,765360248,5960,152.58,
Costa Rica,Snacks,213922536,3287,152.58,
The Gambia,Baby Food,642424094,6420,255.28,
China,Beverages,964976251,6771,47.45,
Poland,Vegetables,166002833,2782,154.06,
Cambodia,Personal Care,450240170,4927,81.73,
Laos,Vegetables,492737090,710,154.06,
Sao Tome and Principe,Clothes,388854920,9667,109.28,
Brunei,Fruits,304267489,8366,9.33,
Maldives,Baby Food,924961125,5407,255.28,
Papua New Guinea,Cosmetics,307234656,6417,437.20,
Spain,Clothes,627699410,9059,109.28,
Sierra Leone,Beverages,533279216,8025,47.45,
Bahrain,Fruits,991210401,39,9.33,
South Sudan,Snacks,339041793,8856,152.58,
Ireland,Fruits,134634721,261,9.33,
Moldova,Vegetables,206163012,7072,154.06,
Cameroon,Meat,902112996,4137,421.89,
Kuwait,Office Supplies,841283500,3338,651.21,
Tanzania,Office Supplies,962785851,8584,651.21,
Sri Lanka,Beverages,476043879,818,47.45,
North Korea,Cereal,910793912,3013,205.70,
Denmark,Fruits,267084777,5176,9.33,
Poland,Office Supplies,665277802,9341,651.21,
Bosnia and Herzegovina,Clothes,696046817,4576,109.28,
Angola,Cereal,370378148,1979,205.70,
Cape Verde,Meat,669570624,9682,421.89,
Romania,Meat,395235574,7844,421.89,
Moldova,Cosmetics,219296824,3658,437.20,
Australia,Snacks,433990705,6349,152.58,
Burundi,Vegetables,501866042,2169,154.06,
Denmark,Beverages,405784165,9407,47.45,
Sudan,Fruits,198918902,3378,9.33,
Somalia,Meat,454756581,1433,421.89,
Chad,Baby Food,917096030,7950,255.28,
Poland,Beverages,950048577,9341,47.45,
Maldives,Office Supplies,888038051,9048,651.21,
India,Vegetables,685800778,2545,154.06,
Egypt,Snacks,368385589,2337,152.58,
Tunisia,Household,481153810,2959,668.27,
Luxembourg,Household,739779269,5980,668.27,
Burundi,Meat,480248296,4998,421.89,
Serbia,Beverages,908859717,642,47.45,
Tajikistan,Vegetables,152224862,5574,154.06,
Bosnia and Herzegovina,Vegetables,907267558,9487,154.06,
Honduras,Fruits,991224133,4103,9.33,
North Korea,Meat,991643416,8178,421.89,
Russia,Fruits,216386735,2498,9.33,
Afghanistan,Household,743627917,4881,668.27,
Saudi Arabia,Snacks,671853291,5174,152.58,
Andorra,Snacks,869861686,258,152.58,
Comoros,Meat,926764428,9044,421.89,
Germany,Snacks,501985347,7474,152.58,
Marshall Islands,Office Supplies,675260770,3522,651.21,
Belize,Cereal,796639525,2194,205.70,
Somalia,Office Supplies,736482942,524,651.21,
Finland,Baby Food,435464847,2580,255.28,
Afghanistan,Fruits,354571568,4461,9.33,
Estonia,Personal Care,125101935,9298,81.73,
Russia,Fruits,798667275,2250,9.33,
Slovenia,Meat,797191417,5510,421.89,
Turkey,Meat,862910687,3303,421.89,
Tonga,Office Supplies,908373916,6883,651.21,
Mali,Cereal,466442430,9535,205.70,
Saudi Arabia,Meat,940290057,1578,421.89,
Botswana,Meat,653403127,5360,421.89,
Zimbabwe,Snacks,699580466,261,152.58,
Trinidad and Tobago,Cosmetics,892933404,7692,437.20,
New Zealand,Cosmetics,217885768,6095,437.20,
Malawi,Vegetables,879173886,5945,154.06,
Mexico,Cereal,651846587,4745,205.70,
Macedonia,Snacks,531265199,2033,152.58,
Mongolia,Snacks,683103549,4375,152.58,
South Korea,Vegetables,893347966,370,154.06,
United Arab Emirates,Office Supplies,118297278,5648,651.21,
Switzerland,Cosmetics,534562814,7871,437.20,
Bhutan,Household,789068400,1729,668.27,
Niger,Personal Care,949050366,3948,81.73,
Slovakia,Baby Food,252057540,8282,255.28,
Denmark,Meat,255951249,517,421.89,
Uzbekistan,Snacks,788905322,3471,152.58,
United States of America,Office Supplies,399406087,1992,651.21,
Jamaica,Cereal,406252372,7959,205.70,
Austria,Beverages,848555505,5286,47.45,
South Sudan,Personal Care,935739314,4912,81.73,
Grenada,Cereal,397540128,9813,205.70,
Maldives,Snacks,834006774,9993,152.58,
Liberia,Clothes,765500581,7488,109.28,
Saint Kitts and Nevis,Cereal,582695376,1366,205.70,
Liechtenstein,Household,296577489,2724,668.27,
Tunisia,Meat,888445746,9694,421.89,
Somalia,Cosmetics,259911477,2437,437.20,
Namibia,Household,882898509,8144,668.27,
Germany,Meat,349643170,6039,421.89,
Antigua and Barbuda,Fruits,822694289,2377,9.33,
North Korea,Office Supplies,484913194,5445,651.21,
Sao Tome and Principe,Meat,289473712,559,421.89,
Sierra Leone,Clothes,809862172,5069,109.28,
Latvia,Office Supplies,889877402,3353,651.21,
Honduras,Clothes,793630731,1824,109.28,
Sri Lanka,Snacks,855545985,3924,152.58,
France,Household,130359494,5126,668.27,
Iran,Cosmetics,443120086,7935,437.20,
Georgia,Fruits,539189088,6888,9.33,
Cambodia,Snacks,134240329,3551,152.58,
Jordan,Office Supplies,364260137,1524,651.21,
Bosnia and Herzegovina,Clothes,635547339,1436,109.28,
Benin,Vegetables,874713265,5948,154.06,
Samoa,Household,178681743,4753,668.27,
Mauritius,Fruits,864689099,9575,9.33,
Jordan,Fruits,820284163,9167,9.33,
New Zealand,Baby Food,253328263,4317,255.28,
Italy,Clothes,341995227,2842,109.28,
Nicaragua,Vegetables,984771382,4591,154.06,
Saudi Arabia,Cereal,350455558,6442,205.70,
Panama,Household,728159081,7308,668.27,
Angola,Cereal,877305781,3131,205.70,
India,Baby Food,977631986,1885,255.28,
Rwanda,Fruits,379186522,8573,9.33,
Sri Lanka,Office Supplies,752330720,233,651.21,
Libya,Baby Food,237738406,932,255.28,
Malta,Office Supplies,196395909,6769,651.21,
Moldova,Cosmetics,259602057,873,437.20,
